Neighborhood,Neighborhood_Latitude,Neighborhood_Longitude,Venue,Venue_Latitude,Venue_Longitude,Venue Category,Rating,geometry,index_right,LAT,LON,Vict Sex,Age Category,Crimes_Commited
Byzantine-Latino Quarter,34.0469267,-118.3005552,Dino's Famous Chicken,34.047448,-118.2939309,restaurant,4.5,POINT (-118.3005552 34.0469267),79923,34.0472,-118.3005,M,35-60,1
Byzantine-Latino Quarter,34.0469267,-118.3005552,Somi Kim Optometry,34.05277969999999,-118.301664,health,4.1,POINT (-118.3005552 34.0469267),79923,34.0472,-118.3005,M,35-60,1
Byzantine-Latino Quarter,34.0469267,-118.3005552,Guelaguetza Restaurant,34.0524074,-118.3006681,bar,4.3,POINT (-118.3005552 34.0469267),79922,34.0472,-118.3005,F,35-60,1
Byzantine-Latino Quarter,34.0469267,-118.3005552,Road to Seoul Korean BBQ (Western),34.04849999999999,-118.3088417,restaurant,4.4,POINT (-118.3005552 34.0469267),79922,34.0472,-118.3005,F,35-60,1
Byzantine-Latino Quarter,34.0469267,-118.3005552,El Cholo - The Original,34.0502628,-118.3094457,restaurant,4.3,POINT (-118.3005552 34.0469267),79922,34.0472,-118.3005,F,35-60,1
Byzantine-Latino Quarter,34.0469267,-118.3005552,Berendo Middle School,34.0492858,-118.2943267,school,3.8,POINT (-118.3005552 34.0469267),79922,34.0472,-118.3005,F,35-60,1
Byzantine-Latino Quarter,34.0469267,-118.3005552,Sanya Korean BBQ,34.0529632,-118.2975367,restaurant,3.9,POINT (-118.3005552 34.0469267),79922,34.0472,-118.3005,F,35-60,1
Byzantine-Latino Quarter,34.0469267,-118.3005552,Dino's Famous Chicken,34.047448,-118.2939309,restaurant,4.5,POINT (-118.3005552 34.0469267),79922,34.0472,-118.3005,F,35-60,1
Byzantine-Latino Quarter,34.0469267,-118.3005552,Somi Kim Optometry,34.05277969999999,-118.301664,health,4.1,POINT (-118.3005552 34.0469267),79922,34.0472,-118.3005,F,35-60,1
Cahuenga Pass,34.1244524,-118.3428553,Mulholland Drive Stop,34.1164087,-118.3431024,health,4.2,POINT (-118.3428553 34.1244524),125374,34.1234,-118.3428,M,18-35,1
Cahuenga Pass,34.1244524,-118.3428553,Topaz Knitwear,34.1239012,-118.3479342,school,,POINT (-118.3428553 34.1244524),125374,34.1234,-118.3428,M,18-35,1
Cahuenga Pass,34.1244524,-118.3428553,"Jane Maki, LMFT",34.1218003,-118.3454871,health,,POINT (-118.3428553 34.1244524),125374,34.1234,-118.3428,M,18-35,1
Canoga Park,34.208254,-118.6058609,Follow Your Heart Market & Cafe,34.2012124,-118.6038811,restaurant,4.5,POINT (-118.6058609 34.208254),159270,34.2083,-118.606,M,18-35,7
Canoga Park,34.208254,-118.6058609,Fratelli's NY Pizza,34.20298330000001,-118.5981712,restaurant,4.6,POINT (-118.6058609 34.208254),159270,34.2083,-118.606,M,18-35,7
Canoga Park,34.208254,-118.6058609,Columbus Middle School,34.2118729,-118.6119825,school,4.0,POINT (-118.6058609 34.208254),159270,34.2083,-118.606,M,18-35,7
Canoga Park,34.208254,-118.6058609,Follow Your Heart Market & Cafe,34.2012124,-118.6038811,restaurant,4.5,POINT (-118.6058609 34.208254),159271,34.2083,-118.606,M,35-60,13
Canoga Park,34.208254,-118.6058609,Fratelli's NY Pizza,34.20298330000001,-118.5981712,restaurant,4.6,POINT (-118.6058609 34.208254),159271,34.2083,-118.606,M,35-60,13
Canoga Park,34.208254,-118.6058609,Columbus Middle School,34.2118729,-118.6119825,school,4.0,POINT (-118.6058609 34.208254),159271,34.2083,-118.606,M,35-60,13
Canoga Park,34.208254,-118.6058609,Follow Your Heart Market & Cafe,34.2012124,-118.6038811,restaurant,4.5,POINT (-118.6058609 34.208254),159272,34.2083,-118.606,M,60+,1
Canoga Park,34.208254,-118.6058609,Fratelli's NY Pizza,34.20298330000001,-118.5981712,restaurant,4.6,POINT (-118.6058609 34.208254),159272,34.2083,-118.606,M,60+,1
Canoga Park,34.208254,-118.6058609,Columbus Middle School,34.2118729,-118.6119825,school,4.0,POINT (-118.6058609 34.208254),159272,34.2083,-118.606,M,60+,1
Canoga Park,34.208254,-118.6058609,Follow Your Heart Market & Cafe,34.2012124,-118.6038811,restaurant,4.5,POINT (-118.6058609 34.208254),159273,34.2083,-118.606,M,<18,1
Canoga Park,34.208254,-118.6058609,Fratelli's NY Pizza,34.20298330000001,-118.5981712,restaurant,4.6,POINT (-118.6058609 34.208254),159273,34.2083,-118.606,M,<18,1
Canoga Park,34.208254,-118.6058609,Columbus Middle School,34.2118729,-118.6119825,school,4.0,POINT (-118.6058609 34.208254),159273,34.2083,-118.606,M,<18,1
Canoga Park,34.208254,-118.6058609,Follow Your Heart Market & Cafe,34.2012124,-118.6038811,restaurant,4.5,POINT (-118.6058609 34.208254),159266,34.2083,-118.606,F,18-35,3
Canoga Park,34.208254,-118.6058609,Fratelli's NY Pizza,34.20298330000001,-118.5981712,restaurant,4.6,POINT (-118.6058609 34.208254),159266,34.2083,-118.606,F,18-35,3
Canoga Park,34.208254,-118.6058609,Columbus Middle School,34.2118729,-118.6119825,school,4.0,POINT (-118.6058609 34.208254),159266,34.2083,-118.606,F,18-35,3
Canoga Park,34.208254,-118.6058609,Follow Your Heart Market & Cafe,34.2012124,-118.6038811,restaurant,4.5,POINT (-118.6058609 34.208254),159267,34.2083,-118.606,F,35-60,3
Canoga Park,34.208254,-118.6058609,Fratelli's NY Pizza,34.20298330000001,-118.5981712,restaurant,4.6,POINT (-118.6058609 34.208254),159267,34.2083,-118.606,F,35-60,3
Canoga Park,34.208254,-118.6058609,Columbus Middle School,34.2118729,-118.6119825,school,4.0,POINT (-118.6058609 34.208254),159267,34.2083,-118.606,F,35-60,3
Canoga Park,34.208254,-118.6058609,Follow Your Heart Market & Cafe,34.2012124,-118.6038811,restaurant,4.5,POINT (-118.6058609 34.208254),159268,34.2083,-118.606,F,60+,1
Canoga Park,34.208254,-118.6058609,Fratelli's NY Pizza,34.20298330000001,-118.5981712,restaurant,4.6,POINT (-118.6058609 34.208254),159268,34.2083,-118.606,F,60+,1
Canoga Park,34.208254,-118.6058609,Columbus Middle School,34.2118729,-118.6119825,school,4.0,POINT (-118.6058609 34.208254),159268,34.2083,-118.606,F,60+,1
Canoga Park,34.208254,-118.6058609,Follow Your Heart Market & Cafe,34.2012124,-118.6038811,restaurant,4.5,POINT (-118.6058609 34.208254),159269,34.2083,-118.606,F,<18,1
Canoga Park,34.208254,-118.6058609,Fratelli's NY Pizza,34.20298330000001,-118.5981712,restaurant,4.6,POINT (-118.6058609 34.208254),159269,34.2083,-118.606,F,<18,1
Canoga Park,34.208254,-118.6058609,Columbus Middle School,34.2118729,-118.6119825,school,4.0,POINT (-118.6058609 34.208254),159269,34.2083,-118.606,F,<18,1
Canterbury Knolls,34.0522342,-118.2436849,Sushi Gen,34.0470853,-118.238605,restaurant,4.6,POINT (-118.2436849 34.0522342),85668,34.052,-118.2436,M,18-35,1
Canterbury Knolls,34.0522342,-118.2436849,Grand Park,34.0563289,-118.2467713,park,4.5,POINT (-118.2436849 34.0522342),85668,34.052,-118.2436,M,18-35,1
Canterbury Knolls,34.0522342,-118.2436849,Perch,34.0489961,-118.2514107,restaurant,4.4,POINT (-118.2436849 34.0522342),85668,34.052,-118.2436,M,18-35,1
Canterbury Knolls,34.0522342,-118.2436849,Daikokuya Little Tokyo,34.0500023,-118.2400575,restaurant,4.5,POINT (-118.2436849 34.0522342),85668,34.052,-118.2436,M,18-35,1
Florence,34.0522342,-118.2436849,Sushi Gen,34.0470853,-118.238605,restaurant,4.6,POINT (-118.2436849 34.0522342),85668,34.052,-118.2436,M,18-35,1
Florence,34.0522342,-118.2436849,Grand Park,34.0563289,-118.2467713,park,4.5,POINT (-118.2436849 34.0522342),85668,34.052,-118.2436,M,18-35,1
Florence,34.0522342,-118.2436849,Perch,34.0489961,-118.2514107,restaurant,4.4,POINT (-118.2436849 34.0522342),85668,34.052,-118.2436,M,18-35,1
Florence,34.0522342,-118.2436849,Daikokuya Little Tokyo,34.0500023,-118.2400575,restaurant,4.5,POINT (-118.2436849 34.0522342),85668,34.052,-118.2436,M,18-35,1
Palms,34.0522342,-118.2436849,Sushi Gen,34.0470853,-118.238605,restaurant,4.6,POINT (-118.2436849 34.0522342),85668,34.052,-118.2436,M,18-35,1
Palms,34.0522342,-118.2436849,Grand Park,34.0563289,-118.2467713,park,4.5,POINT (-118.2436849 34.0522342),85668,34.052,-118.2436,M,18-35,1
Palms,34.0522342,-118.2436849,Perch,34.0489961,-118.2514107,restaurant,4.4,POINT (-118.2436849 34.0522342),85668,34.052,-118.2436,M,18-35,1
Palms,34.0522342,-118.2436849,Daikokuya Little Tokyo,34.0500023,-118.2400575,restaurant,4.5,POINT (-118.2436849 34.0522342),85668,34.052,-118.2436,M,18-35,1
Carthay,34.0558382,-118.3680295,"Jeffrey Chernin, Ph.D., MFT",34.06041699999999,-118.3677895,health,5.0,POINT (-118.3680295 34.0558382),89969,34.0561,-118.3682,F,35-60,2
Carthay,34.0558382,-118.3680295,Institute For Advanced Urology,34.0579439,-118.3601405,health,1.0,POINT (-118.3680295 34.0558382),89969,34.0561,-118.3682,F,35-60,2
Carthay,34.0558382,-118.3680295,Charles Rosasco MFT,34.0604952,-118.3677202,health,5.0,POINT (-118.3680295 34.0558382),89969,34.0561,-118.3682,F,35-60,2
Carthay,34.0558382,-118.3680295,Vons,34.0505153,-118.3662553,grocery_or_supermarket,4.2,POINT (-118.3680295 34.0558382),89969,34.0561,-118.3682,F,35-60,2
Carthay,34.0558382,-118.3680295,Danson Mark H,34.0605327,-118.3677153,health,,POINT (-118.3680295 34.0558382),89969,34.0561,-118.3682,F,35-60,2
Carthay,34.0558382,-118.3680295,"Jeffrey Chernin, Ph.D., MFT",34.06041699999999,-118.3677895,health,5.0,POINT (-118.3680295 34.0558382),89971,34.0561,-118.3682,M,35-60,3
Carthay,34.0558382,-118.3680295,Institute For Advanced Urology,34.0579439,-118.3601405,health,1.0,POINT (-118.3680295 34.0558382),89971,34.0561,-118.3682,M,35-60,3
Carthay,34.0558382,-118.3680295,Charles Rosasco MFT,34.0604952,-118.3677202,health,5.0,POINT (-118.3680295 34.0558382),89971,34.0561,-118.3682,M,35-60,3
Carthay,34.0558382,-118.3680295,Vons,34.0505153,-118.3662553,grocery_or_supermarket,4.2,POINT (-118.3680295 34.0558382),89971,34.0561,-118.3682,M,35-60,3
Carthay,34.0558382,-118.3680295,Danson Mark H,34.0605327,-118.3677153,health,,POINT (-118.3680295 34.0558382),89971,34.0561,-118.3682,M,35-60,3
Carthay,34.0558382,-118.3680295,"Jeffrey Chernin, Ph.D., MFT",34.06041699999999,-118.3677895,health,5.0,POINT (-118.3680295 34.0558382),89972,34.0561,-118.3682,M,60+,1
Carthay,34.0558382,-118.3680295,Institute For Advanced Urology,34.0579439,-118.3601405,health,1.0,POINT (-118.3680295 34.0558382),89972,34.0561,-118.3682,M,60+,1
Carthay,34.0558382,-118.3680295,Charles Rosasco MFT,34.0604952,-118.3677202,health,5.0,POINT (-118.3680295 34.0558382),89972,34.0561,-118.3682,M,60+,1
Carthay,34.0558382,-118.3680295,Vons,34.0505153,-118.3662553,grocery_or_supermarket,4.2,POINT (-118.3680295 34.0558382),89972,34.0561,-118.3682,M,60+,1
Carthay,34.0558382,-118.3680295,Danson Mark H,34.0605327,-118.3677153,health,,POINT (-118.3680295 34.0558382),89972,34.0561,-118.3682,M,60+,1
Carthay,34.0558382,-118.3680295,"Jeffrey Chernin, Ph.D., MFT",34.06041699999999,-118.3677895,health,5.0,POINT (-118.3680295 34.0558382),89970,34.0561,-118.3682,F,60+,1
Carthay,34.0558382,-118.3680295,Institute For Advanced Urology,34.0579439,-118.3601405,health,1.0,POINT (-118.3680295 34.0558382),89970,34.0561,-118.3682,F,60+,1
Carthay,34.0558382,-118.3680295,Charles Rosasco MFT,34.0604952,-118.3677202,health,5.0,POINT (-118.3680295 34.0558382),89970,34.0561,-118.3682,F,60+,1
Carthay,34.0558382,-118.3680295,Vons,34.0505153,-118.3662553,grocery_or_supermarket,4.2,POINT (-118.3680295 34.0558382),89970,34.0561,-118.3682,F,60+,1
Carthay,34.0558382,-118.3680295,Danson Mark H,34.0605327,-118.3677153,health,,POINT (-118.3680295 34.0558382),89970,34.0561,-118.3682,F,60+,1
Carthay Circle,34.0608796,-118.3668988,"Jeffrey Chernin, Ph.D., MFT",34.06041699999999,-118.3677895,health,5.0,POINT (-118.3668988 34.0608796),94028,34.0608,-118.3671,F,18-35,2
Carthay Circle,34.0608796,-118.3668988,The Roof on Wilshire,34.0639096,-118.3659837,restaurant,4.1,POINT (-118.3668988 34.0608796),94028,34.0608,-118.3671,F,18-35,2
Carthay Circle,34.0608796,-118.3668988,Institute For Advanced Urology,34.0579439,-118.3601405,health,1.0,POINT (-118.3668988 34.0608796),94028,34.0608,-118.3671,F,18-35,2
Carthay Circle,34.0608796,-118.3668988,"Jeffrey Chernin, Ph.D., MFT",34.06041699999999,-118.3677895,health,5.0,POINT (-118.3668988 34.0608796),94029,34.0608,-118.3671,F,35-60,1
Carthay Circle,34.0608796,-118.3668988,The Roof on Wilshire,34.0639096,-118.3659837,restaurant,4.1,POINT (-118.3668988 34.0608796),94029,34.0608,-118.3671,F,35-60,1
Carthay Circle,34.0608796,-118.3668988,Institute For Advanced Urology,34.0579439,-118.3601405,health,1.0,POINT (-118.3668988 34.0608796),94029,34.0608,-118.3671,F,35-60,1
Castle Heights,34.0314254,-118.3998529,The Culver Hotel,34.0238476,-118.3941897,bar,4.5,POINT (-118.3998529 34.0314254),63298,34.0314,-118.3998,M,18-35,11
Castle Heights,34.0314254,-118.3998529,Trader Joe's,34.0252255,-118.3929931,grocery_or_supermarket,4.6,POINT (-118.3998529 34.0314254),63298,34.0314,-118.3998,M,18-35,11
Castle Heights,34.0314254,-118.3998529,In-N-Out Burger,34.026461,-118.394292,restaurant,4.5,POINT (-118.3998529 34.0314254),63298,34.0314,-118.3998,M,18-35,11
Castle Heights,34.0314254,-118.3998529,Vons,34.0302194,-118.4014345,grocery_or_supermarket,4.2,POINT (-118.3998529 34.0314254),63298,34.0314,-118.3998,M,18-35,11
Castle Heights,34.0314254,-118.3998529,Tender Greens,34.0233621,-118.3952742,restaurant,4.3,POINT (-118.3998529 34.0314254),63298,34.0314,-118.3998,M,18-35,11
Castle Heights,34.0314254,-118.3998529,Govinda's Natural Foods Cafe,34.02527,-118.3971531,restaurant,4.7,POINT (-118.3998529 34.0314254),63298,34.0314,-118.3998,M,18-35,11
Castle Heights,34.0314254,-118.3998529,The Culver Hotel,34.0238476,-118.3941897,bar,4.5,POINT (-118.3998529 34.0314254),63299,34.0314,-118.3998,M,35-60,14
Castle Heights,34.0314254,-118.3998529,Trader Joe's,34.0252255,-118.3929931,grocery_or_supermarket,4.6,POINT (-118.3998529 34.0314254),63299,34.0314,-118.3998,M,35-60,14
Castle Heights,34.0314254,-118.3998529,In-N-Out Burger,34.026461,-118.394292,restaurant,4.5,POINT (-118.3998529 34.0314254),63299,34.0314,-118.3998,M,35-60,14
Castle Heights,34.0314254,-118.3998529,Vons,34.0302194,-118.4014345,grocery_or_supermarket,4.2,POINT (-118.3998529 34.0314254),63299,34.0314,-118.3998,M,35-60,14
Castle Heights,34.0314254,-118.3998529,Tender Greens,34.0233621,-118.3952742,restaurant,4.3,POINT (-118.3998529 34.0314254),63299,34.0314,-118.3998,M,35-60,14
Castle Heights,34.0314254,-118.3998529,Govinda's Natural Foods Cafe,34.02527,-118.3971531,restaurant,4.7,POINT (-118.3998529 34.0314254),63299,34.0314,-118.3998,M,35-60,14
Castle Heights,34.0314254,-118.3998529,The Culver Hotel,34.0238476,-118.3941897,bar,4.5,POINT (-118.3998529 34.0314254),63300,34.0314,-118.3998,M,60+,2
Castle Heights,34.0314254,-118.3998529,Trader Joe's,34.0252255,-118.3929931,grocery_or_supermarket,4.6,POINT (-118.3998529 34.0314254),63300,34.0314,-118.3998,M,60+,2
Castle Heights,34.0314254,-118.3998529,In-N-Out Burger,34.026461,-118.394292,restaurant,4.5,POINT (-118.3998529 34.0314254),63300,34.0314,-118.3998,M,60+,2
Castle Heights,34.0314254,-118.3998529,Vons,34.0302194,-118.4014345,grocery_or_supermarket,4.2,POINT (-118.3998529 34.0314254),63300,34.0314,-118.3998,M,60+,2
Castle Heights,34.0314254,-118.3998529,Tender Greens,34.0233621,-118.3952742,restaurant,4.3,POINT (-118.3998529 34.0314254),63300,34.0314,-118.3998,M,60+,2
Castle Heights,34.0314254,-118.3998529,Govinda's Natural Foods Cafe,34.02527,-118.3971531,restaurant,4.7,POINT (-118.3998529 34.0314254),63300,34.0314,-118.3998,M,60+,2
Castle Heights,34.0314254,-118.3998529,The Culver Hotel,34.0238476,-118.3941897,bar,4.5,POINT (-118.3998529 34.0314254),63301,34.0314,-118.3998,M,<18,2
Castle Heights,34.0314254,-118.3998529,Trader Joe's,34.0252255,-118.3929931,grocery_or_supermarket,4.6,POINT (-118.3998529 34.0314254),63301,34.0314,-118.3998,M,<18,2
Castle Heights,34.0314254,-118.3998529,In-N-Out Burger,34.026461,-118.394292,restaurant,4.5,POINT (-118.3998529 34.0314254),63301,34.0314,-118.3998,M,<18,2
Castle Heights,34.0314254,-118.3998529,Vons,34.0302194,-118.4014345,grocery_or_supermarket,4.2,POINT (-118.3998529 34.0314254),63301,34.0314,-118.3998,M,<18,2
Castle Heights,34.0314254,-118.3998529,Tender Greens,34.0233621,-118.3952742,restaurant,4.3,POINT (-118.3998529 34.0314254),63301,34.0314,-118.3998,M,<18,2
Castle Heights,34.0314254,-118.3998529,Govinda's Natural Foods Cafe,34.02527,-118.3971531,restaurant,4.7,POINT (-118.3998529 34.0314254),63301,34.0314,-118.3998,M,<18,2
Castle Heights,34.0314254,-118.3998529,The Culver Hotel,34.0238476,-118.3941897,bar,4.5,POINT (-118.3998529 34.0314254),63294,34.0314,-118.3998,F,18-35,11
Castle Heights,34.0314254,-118.3998529,Trader Joe's,34.0252255,-118.3929931,grocery_or_supermarket,4.6,POINT (-118.3998529 34.0314254),63294,34.0314,-118.3998,F,18-35,11
Castle Heights,34.0314254,-118.3998529,In-N-Out Burger,34.026461,-118.394292,restaurant,4.5,POINT (-118.3998529 34.0314254),63294,34.0314,-118.3998,F,18-35,11
Castle Heights,34.0314254,-118.3998529,Vons,34.0302194,-118.4014345,grocery_or_supermarket,4.2,POINT (-118.3998529 34.0314254),63294,34.0314,-118.3998,F,18-35,11
Castle Heights,34.0314254,-118.3998529,Tender Greens,34.0233621,-118.3952742,restaurant,4.3,POINT (-118.3998529 34.0314254),63294,34.0314,-118.3998,F,18-35,11
Castle Heights,34.0314254,-118.3998529,Govinda's Natural Foods Cafe,34.02527,-118.3971531,restaurant,4.7,POINT (-118.3998529 34.0314254),63294,34.0314,-118.3998,F,18-35,11
Castle Heights,34.0314254,-118.3998529,The Culver Hotel,34.0238476,-118.3941897,bar,4.5,POINT (-118.3998529 34.0314254),63295,34.0314,-118.3998,F,35-60,8
Castle Heights,34.0314254,-118.3998529,Trader Joe's,34.0252255,-118.3929931,grocery_or_supermarket,4.6,POINT (-118.3998529 34.0314254),63295,34.0314,-118.3998,F,35-60,8
Castle Heights,34.0314254,-118.3998529,In-N-Out Burger,34.026461,-118.394292,restaurant,4.5,POINT (-118.3998529 34.0314254),63295,34.0314,-118.3998,F,35-60,8
Castle Heights,34.0314254,-118.3998529,Vons,34.0302194,-118.4014345,grocery_or_supermarket,4.2,POINT (-118.3998529 34.0314254),63295,34.0314,-118.3998,F,35-60,8
Castle Heights,34.0314254,-118.3998529,Tender Greens,34.0233621,-118.3952742,restaurant,4.3,POINT (-118.3998529 34.0314254),63295,34.0314,-118.3998,F,35-60,8
Castle Heights,34.0314254,-118.3998529,Govinda's Natural Foods Cafe,34.02527,-118.3971531,restaurant,4.7,POINT (-118.3998529 34.0314254),63295,34.0314,-118.3998,F,35-60,8
Castle Heights,34.0314254,-118.3998529,The Culver Hotel,34.0238476,-118.3941897,bar,4.5,POINT (-118.3998529 34.0314254),63296,34.0314,-118.3998,F,60+,3
Castle Heights,34.0314254,-118.3998529,Trader Joe's,34.0252255,-118.3929931,grocery_or_supermarket,4.6,POINT (-118.3998529 34.0314254),63296,34.0314,-118.3998,F,60+,3
Castle Heights,34.0314254,-118.3998529,In-N-Out Burger,34.026461,-118.394292,restaurant,4.5,POINT (-118.3998529 34.0314254),63296,34.0314,-118.3998,F,60+,3
Castle Heights,34.0314254,-118.3998529,Vons,34.0302194,-118.4014345,grocery_or_supermarket,4.2,POINT (-118.3998529 34.0314254),63296,34.0314,-118.3998,F,60+,3
Castle Heights,34.0314254,-118.3998529,Tender Greens,34.0233621,-118.3952742,restaurant,4.3,POINT (-118.3998529 34.0314254),63296,34.0314,-118.3998,F,60+,3
Castle Heights,34.0314254,-118.3998529,Govinda's Natural Foods Cafe,34.02527,-118.3971531,restaurant,4.7,POINT (-118.3998529 34.0314254),63296,34.0314,-118.3998,F,60+,3
Castle Heights,34.0314254,-118.3998529,The Culver Hotel,34.0238476,-118.3941897,bar,4.5,POINT (-118.3998529 34.0314254),63297,34.0314,-118.3998,F,<18,1
Castle Heights,34.0314254,-118.3998529,Trader Joe's,34.0252255,-118.3929931,grocery_or_supermarket,4.6,POINT (-118.3998529 34.0314254),63297,34.0314,-118.3998,F,<18,1
Castle Heights,34.0314254,-118.3998529,In-N-Out Burger,34.026461,-118.394292,restaurant,4.5,POINT (-118.3998529 34.0314254),63297,34.0314,-118.3998,F,<18,1
Castle Heights,34.0314254,-118.3998529,Vons,34.0302194,-118.4014345,grocery_or_supermarket,4.2,POINT (-118.3998529 34.0314254),63297,34.0314,-118.3998,F,<18,1
Castle Heights,34.0314254,-118.3998529,Tender Greens,34.0233621,-118.3952742,restaurant,4.3,POINT (-118.3998529 34.0314254),63297,34.0314,-118.3998,F,<18,1
Castle Heights,34.0314254,-118.3998529,Govinda's Natural Foods Cafe,34.02527,-118.3971531,restaurant,4.7,POINT (-118.3998529 34.0314254),63297,34.0314,-118.3998,F,<18,1
Central-Alameda,33.9972599,-118.2497386,Pace Headstart,33.9937869,-118.2450192,school,,POINT (-118.2497386 33.9972599),40607,33.9975,-118.2499,M,18-35,2
Central-Alameda,33.9972599,-118.2497386,Pace Headstart,33.9937869,-118.2450192,school,,POINT (-118.2497386 33.9972599),40608,33.9975,-118.2499,M,35-60,3
Central-Alameda,33.9972599,-118.2497386,Pace Headstart,33.9937869,-118.2450192,school,,POINT (-118.2497386 33.9972599),40606,33.9975,-118.2499,F,35-60,3
Central-Alameda,33.9972599,-118.2497386,Pace Headstart,33.9937869,-118.2450192,school,,POINT (-118.2497386 33.9972599),40605,33.9975,-118.2499,F,18-35,2
Central City,34.075094,-118.288617,Vons,34.06996030000001,-118.2908849,grocery_or_supermarket,4.2,POINT (-118.288617 34.075094),103858,34.0753,-118.2893,F,18-35,3
Central City,34.075094,-118.288617,Lock & Key,34.0693708,-118.2919591,bar,4.2,POINT (-118.288617 34.075094),103858,34.0753,-118.2893,F,18-35,3
Central City,34.075094,-118.288617,Virgil Middle School,34.0738624,-118.2912387,school,3.9,POINT (-118.288617 34.075094),103858,34.0753,-118.2893,F,18-35,3
Central City,34.075094,-118.288617,The Mexican Village Restaurant,34.0760629,-118.2884963,restaurant,4.4,POINT (-118.288617 34.075094),103858,34.0753,-118.2893,F,18-35,3
Central City,34.075094,-118.288617,Vons,34.06996030000001,-118.2908849,grocery_or_supermarket,4.2,POINT (-118.288617 34.075094),103859,34.0753,-118.2893,M,18-35,1
Central City,34.075094,-118.288617,Lock & Key,34.0693708,-118.2919591,bar,4.2,POINT (-118.288617 34.075094),103859,34.0753,-118.2893,M,18-35,1
Central City,34.075094,-118.288617,Virgil Middle School,34.0738624,-118.2912387,school,3.9,POINT (-118.288617 34.075094),103859,34.0753,-118.2893,M,18-35,1
Central City,34.075094,-118.288617,The Mexican Village Restaurant,34.0760629,-118.2884963,restaurant,4.4,POINT (-118.288617 34.075094),103859,34.0753,-118.2893,M,18-35,1
Central City,34.075094,-118.288617,Vons,34.06996030000001,-118.2908849,grocery_or_supermarket,4.2,POINT (-118.288617 34.075094),103860,34.0753,-118.2893,M,35-60,1
Central City,34.075094,-118.288617,Lock & Key,34.0693708,-118.2919591,bar,4.2,POINT (-118.288617 34.075094),103860,34.0753,-118.2893,M,35-60,1
Central City,34.075094,-118.288617,Virgil Middle School,34.0738624,-118.2912387,school,3.9,POINT (-118.288617 34.075094),103860,34.0753,-118.2893,M,35-60,1
Central City,34.075094,-118.288617,The Mexican Village Restaurant,34.0760629,-118.2884963,restaurant,4.4,POINT (-118.288617 34.075094),103860,34.0753,-118.2893,M,35-60,1
Century City,34.0536608,-118.4133894,Hinoki & the Bird,34.0565255,-118.4152653,restaurant,4.3,POINT (-118.4133894 34.0536608),88798,34.055,-118.4124,F,35-60,1
Century City,34.0536608,-118.4133894,Craft Los Angeles,34.0591124,-118.4148007,restaurant,4.6,POINT (-118.4133894 34.0536608),88798,34.055,-118.4124,F,35-60,1
Chatsworth,34.2506356,-118.61481,Woodlands Indian Cusine,34.24938799999999,-118.605545,restaurant,4.5,POINT (-118.61481 34.2506356),175732,34.25,-118.6148,F,60+,1
Chatsworth,34.2506356,-118.61481,Cupid Hot Dogs,34.24939049999999,-118.6057387,restaurant,4.3,POINT (-118.61481 34.2506356),175732,34.25,-118.6148,F,60+,1
Chatsworth,34.2506356,-118.61481,Adonai Congreate Living,34.2506356,-118.61481,health,,POINT (-118.61481 34.2506356),175732,34.25,-118.6148,F,60+,1
Chatsworth,34.2506356,-118.61481,"Paul J. Hannig, Ph.D. MFT",34.25556699999999,-118.615066,health,,POINT (-118.61481 34.2506356),175732,34.25,-118.6148,F,60+,1
Chatsworth,34.2506356,-118.61481,Woodlands Indian Cusine,34.24938799999999,-118.605545,restaurant,4.5,POINT (-118.61481 34.2506356),175733,34.25,-118.6148,M,18-35,1
Chatsworth,34.2506356,-118.61481,Cupid Hot Dogs,34.24939049999999,-118.6057387,restaurant,4.3,POINT (-118.61481 34.2506356),175733,34.25,-118.6148,M,18-35,1
Chatsworth,34.2506356,-118.61481,Adonai Congreate Living,34.2506356,-118.61481,health,,POINT (-118.61481 34.2506356),175733,34.25,-118.6148,M,18-35,1
Chatsworth,34.2506356,-118.61481,"Paul J. Hannig, Ph.D. MFT",34.25556699999999,-118.615066,health,,POINT (-118.61481 34.2506356),175733,34.25,-118.6148,M,18-35,1
Chesterfield Square,33.9887942,-118.3098865,Wingstop,33.9887847,-118.3085105,restaurant,3.4,POINT (-118.3098865 33.9887942),34893,33.9891,-118.3097,M,35-60,19
Chesterfield Square,33.9887942,-118.3098865,Van Ness Recreation Center,33.9905244,-118.3190525,park,4.2,POINT (-118.3098865 33.9887942),34893,33.9891,-118.3097,M,35-60,19
Chesterfield Square,33.9887942,-118.3098865,Wingstop,33.9887847,-118.3085105,restaurant,3.4,POINT (-118.3098865 33.9887942),34892,33.9891,-118.3097,M,18-35,19
Chesterfield Square,33.9887942,-118.3098865,Van Ness Recreation Center,33.9905244,-118.3190525,park,4.2,POINT (-118.3098865 33.9887942),34892,33.9891,-118.3097,M,18-35,19
Chesterfield Square,33.9887942,-118.3098865,Wingstop,33.9887847,-118.3085105,restaurant,3.4,POINT (-118.3098865 33.9887942),34895,33.9891,-118.3097,M,<18,1
Chesterfield Square,33.9887942,-118.3098865,Van Ness Recreation Center,33.9905244,-118.3190525,park,4.2,POINT (-118.3098865 33.9887942),34895,33.9891,-118.3097,M,<18,1
